job_id,company,role,location,work_mode,employment_type,experience_years,skills,salary_lpa,date_posted,skills_cleaned
134,Walmart,BI Analyst,Remote,Onsite,Full-time,8,Machine Learning|SQL|Airflow|Azure|Tableau|Excel|Pandas,27.47,2023-10-07,"['machine learning', 'excel', 'sql', 'airflow', 'pandas', 'tableau', 'azure']"
135,Microsoft,Senior Data Analyst,Chennai,Remote,Full-time,6,Git|Airflow|Pandas|Power BI|Statistics|Spark|ETL,21.4,2024-03-10,"['statistics', 'git', 'airflow', 'power bi', 'spark', 'etl', 'pandas']"
136,Swiggy,BI Analyst,Pune,Remote,Contract,2,AWS|Azure|SQL|Git|Pandas|ETL|Excel|Spark,10.28,2024-03-30,"['aws', 'excel', 'git', 'sql', 'spark', 'etl', 'pandas', 'azure']"
137,Zoho,BI Analyst,Delhi,Remote,Full-time,0,Docker|Machine Learning|Azure|Airflow|Python|SQL,8.09,2024-11-26,"['machine learning', 'docker', 'sql', 'airflow', 'python', 'azure']"
138,Infosys,Data Analyst,Pune,Remote,Contract,2,Git|SQL|Power BI|ETL|Tableau|Azure|Pandas|Spark,10.82,2024-11-26,"['git', 'sql', 'power bi', 'pandas', 'spark', 'etl', 'tableau', 'azure']"
139,TCS,Senior Data Analyst,Chennai,Onsite,Contract,5,Power BI|Excel|Machine Learning|Pandas|NumPy|Docker|Azure,18.08,2023-07-10,"['machine learning', 'numpy', 'excel', 'power bi', 'azure', 'pandas', 'docker']"
140,Freshworks,Analytics Engineer,Chennai,Remote,Full-time,6,Tableau|Machine Learning|Airflow|Excel|Spark|Statistics|Data Warehousing|AWS,22.6,2023-05-19,"['machine learning', 'statistics', 'aws', 'excel', 'airflow', 'spark', 'data warehousing', 'tableau']"
141,Microsoft,BI Analyst,Mumbai,Hybrid,Full-time,2,Power BI|Azure|ETL|Pandas|Spark|SQL|Machine Learning,13.05,2024-10-15,"['machine learning', 'sql', 'power bi', 'spark', 'etl', 'pandas', 'azure']"
142,Infosys,Senior Data Analyst,Remote,Hybrid,Contract,8,Tableau|NumPy|Airflow|Power BI|Data Warehousing,23.58,2024-08-09,"['numpy', 'airflow', 'power bi', 'data warehousing', 'tableau']"
143,Deloitte,BI Analyst,Delhi,Hybrid,Internship,8,Power BI|Data Warehousing|Excel|NumPy|Spark,23.73,2024-02-24,"['numpy', 'excel', 'power bi', 'spark', 'data warehousing']"
144,Paytm,Data Analyst,Hyderabad,Remote,Contract,2,Power BI|Git|Statistics|Azure|Machine Learning|Pandas,13.76,2023-05-13,"['machine learning', 'statistics', 'git', 'power bi', 'pandas', 'azure']"
145,Swiggy,Analytics Engineer,Hyderabad,Hybrid,Contract,0,Data Warehousing|Excel|ETL|Power BI,3.18,2024-06-15,"['data warehousing', 'etl', 'power bi', 'excel']"
146,Deloitte,Data Analyst,Mumbai,Onsite,Internship,4,Machine Learning|Excel|Azure|ETL|AWS,17.42,2024-08-29,"['machine learning', 'aws', 'excel', 'etl', 'azure']"
147,Amazon,Business Analyst,Chennai,Remote,Internship,2,Azure|SQL|Docker|Git|Python|ETL|Airflow|AWS,11.3,2024-03-02,"['aws', 'git', 'sql', 'docker', 'airflow', 'etl', 'python', 'azure']"
148,TCS,Data Scientist,Chennai,Hybrid,Contract,0,AWS|Data Warehousing|Statistics|Tableau|Airflow|Azure|NumPy,8.57,2023-06-11,"['statistics', 'numpy', 'aws', 'airflow', 'data warehousing', 'tableau', 'azure']"
149,Zoho,BI Analyst,Delhi,Hybrid,Internship,7,NumPy|Azure|AWS|Power BI|Pandas|Spark|Airflow,20.39,2024-01-15,"['numpy', 'aws', 'airflow', 'power bi', 'spark', 'pandas', 'azure']"
150,Infosys,Analytics Engineer,Hyderabad,Onsite,Internship,1,Statistics|Git|SQL|Excel|Data Warehousing|Tableau,5.87,2024-01-29,"['statistics', 'excel', 'git', 'sql', 'data warehousing', 'tableau']"
151,Freshworks,BI Analyst,Pune,Remote,Contract,3,Azure|Data Warehousing|Tableau|Airflow|Power BI,13.0,2023-11-12,"['airflow', 'power bi', 'data warehousing', 'tableau', 'azure']"
152,Freshworks,Data Analyst,Bengaluru,Hybrid,Internship,1,Data Warehousing|Git|Tableau|ETL|AWS|Pandas|Python,8.79,2024-10-31,"['aws', 'git', 'pandas', 'etl', 'data warehousing', 'tableau', 'python']"
153,Zoho,BI Analyst,Chennai,Onsite,Full-time,4,Python|Tableau|NumPy|Power BI|Excel|Spark|Pandas|Git,12.65,2024-07-29,"['numpy', 'excel', 'git', 'power bi', 'spark', 'pandas', 'tableau', 'python']"
154,Paytm,Senior Data Analyst,Chennai,Remote,Full-time,8,Power BI|Airflow|Machine Learning|Statistics|ETL|Git,28.83,2023-05-12,"['machine learning', 'statistics', 'git', 'airflow', 'power bi', 'etl']"
155,Infosys,BI Analyst,Mumbai,Onsite,Contract,5,Spark|Excel|Tableau|AWS|Machine Learning|NumPy,18.12,2023-12-08,"['machine learning', 'numpy', 'aws', 'excel', 'spark', 'tableau']"
156,Cognizant,Analytics Engineer,Hyderabad,Hybrid,Internship,7,Data Warehousing|Excel|Pandas|AWS|Git,22.22,2023-11-03,"['aws', 'excel', 'git', 'data warehousing', 'pandas']"
157,Microsoft,Senior Data Analyst,Pune,Remote,Full-time,8,ETL|AWS|Statistics|Docker|Python|Pandas|Spark|SQL,26.39,2024-10-06,"['statistics', 'aws', 'sql', 'spark', 'etl', 'pandas', 'python', 'docker']"
158,Cognizant,Analytics Engineer,Delhi,Remote,Full-time,7,Statistics|SQL|AWS|Data Warehousing|Power BI|Machine Learning,26.82,2024-01-25,"['machine learning', 'statistics', 'aws', 'sql', 'power bi', 'data warehousing']"
159,Accenture,Data Scientist,Chennai,Hybrid,Contract,3,Tableau|NumPy|Python|Statistics,15.24,2023-07-28,"['numpy', 'tableau', 'python', 'statistics']"
160,Deloitte,Analytics Engineer,Delhi,Hybrid,Contract,7,Excel|NumPy|Machine Learning|Pandas,24.13,2023-06-27,"['pandas', 'machine learning', 'numpy', 'excel']"
161,Microsoft,Analytics Engineer,Chennai,Onsite,Internship,5,Spark|Machine Learning|AWS|Statistics|Tableau|Airflow|Excel|ETL,20.31,2023-08-01,"['machine learning', 'statistics', 'aws', 'excel', 'airflow', 'spark', 'etl', 'tableau']"
162,Cognizant,Data Scientist,Chennai,Onsite,Contract,7,ETL|Spark|Machine Learning|Airflow|Data Warehousing|Excel,29.03,2024-01-24,"['machine learning', 'excel', 'airflow', 'spark', 'etl', 'data warehousing']"
163,Swiggy,Senior Data Analyst,Delhi,Hybrid,Internship,2,SQL|AWS|Spark|Data Warehousing|Pandas|Statistics,8.94,2023-07-26,"['statistics', 'aws', 'sql', 'spark', 'data warehousing', 'pandas']"
164,Paytm,Senior Data Analyst,Hyderabad,Onsite,Internship,8,Excel|Tableau|AWS|Spark|Git|ETL,25.22,2023-08-20,"['aws', 'excel', 'git', 'spark', 'etl', 'tableau']"
165,Razorpay,Business Analyst,Bengaluru,Remote,Full-time,0,Docker|Azure|Spark|Statistics,6.41,2024-07-17,"['spark', 'azure', 'statistics', 'docker']"
166,Amazon,BI Analyst,Delhi,Remote,Full-time,7,NumPy|AWS|Pandas|Excel|Azure|Python|SQL,23.11,2023-02-08,"['numpy', 'aws', 'excel', 'sql', 'pandas', 'python', 'azure']"
167,Infosys,BI Analyst,Remote,Hybrid,Internship,2,Airflow|ETL|Power BI|Spark,7.53,2024-08-04,"['spark', 'etl', 'airflow', 'power bi']"
168,Razorpay,Data Analyst,Chennai,Onsite,Internship,5,Git|ETL|Data Warehousing|Power BI|Machine Learning|Statistics,18.34,2023-06-16,"['machine learning', 'statistics', 'git', 'power bi', 'etl', 'data warehousing']"
169,Accenture,BI Analyst,Delhi,Onsite,Contract,4,Python|Azure|Airflow|Excel|AWS,14.33,2024-10-16,"['aws', 'excel', 'airflow', 'python', 'azure']"
170,Amazon,BI Analyst,Pune,Hybrid,Full-time,8,Power BI|Airflow|Azure|SQL|Data Warehousing|ETL,22.52,2024-01-28,"['sql', 'airflow', 'power bi', 'etl', 'data warehousing', 'azure']"
171,Paytm,BI Analyst,Hyderabad,Onsite,Full-time,4,AWS|Python|Excel|Azure|Pandas|Spark,12.85,2023-11-11,"['aws', 'excel', 'spark', 'pandas', 'python', 'azure']"
172,Accenture,BI Analyst,Hyderabad,Hybrid,Contract,8,Tableau|AWS|Pandas|ETL|Data Warehousing|Airflow,23.86,2024-09-12,"['aws', 'airflow', 'pandas', 'etl', 'data warehousing', 'tableau']"
173,Swiggy,BI Analyst,Pune,Remote,Full-time,8,NumPy|Statistics|Azure|Airflow|AWS|SQL|Machine Learning,28.09,2024-07-31,"['machine learning', 'numpy', 'statistics', 'aws', 'sql', 'airflow', 'azure']"
174,Freshworks,Data Analyst,Delhi,Remote,Contract,8,NumPy|Excel|Power BI|Pandas|Machine Learning|Statistics|SQL|Tableau,27.27,2024-06-06,"['machine learning', 'numpy', 'statistics', 'excel', 'sql', 'power bi', 'tableau', 'pandas']"
175,Paytm,Data Analyst,Mumbai,Hybrid,Contract,7,Data Warehousing|Docker|Statistics|AWS|Python,22.42,2023-01-23,"['statistics', 'aws', 'data warehousing', 'python', 'docker']"
176,Infosys,Senior Data Analyst,Bengaluru,Remote,Contract,0,Power BI|SQL|NumPy|Pandas|Spark,8.8,2023-03-12,"['numpy', 'sql', 'power bi', 'spark', 'pandas']"
177,Freshworks,Data Analyst,Chennai,Hybrid,Contract,4,Pandas|Excel|Airflow|Azure|Spark|Docker|NumPy,15.11,2024-01-22,"['numpy', 'excel', 'docker', 'airflow', 'spark', 'pandas', 'azure']"
178,Swiggy,Data Analyst,Mumbai,Onsite,Full-time,8,Spark|Tableau|Power BI|Machine Learning|NumPy,28.44,2023-01-04,"['machine learning', 'numpy', 'power bi', 'spark', 'tableau']"
179,Swiggy,Senior Data Analyst,Chennai,Onsite,Internship,7,Docker|Airflow|Data Warehousing|Tableau|Git|Statistics|Pandas|Power BI,22.3,2023-02-02,"['statistics', 'git', 'airflow', 'pandas', 'power bi', 'data warehousing', 'tableau', 'docker']"
180,Paytm,BI Analyst,Pune,Remote,Full-time,0,NumPy|Power BI|SQL|AWS|Python,6.11,2023-02-19,"['numpy', 'aws', 'sql', 'power bi', 'python']"
181,Amazon,Data Scientist,Mumbai,Hybrid,Contract,0,Git|Statistics|Machine Learning|Tableau|Airflow|Python|Power BI,11.95,2024-08-12,"['machine learning', 'statistics', 'git', 'airflow', 'power bi', 'tableau', 'python']"
182,Microsoft,Analytics Engineer,Pune,Hybrid,Internship,5,AWS|Excel|Azure|Machine Learning|Tableau,18.18,2024-08-28,"['machine learning', 'aws', 'excel', 'tableau', 'azure']"
183,Zoho,Business Analyst,Delhi,Hybrid,Full-time,6,ETL|SQL|Pandas|Azure|Docker|NumPy|Machine Learning|Git,20.95,2024-01-21,"['machine learning', 'numpy', 'git', 'sql', 'docker', 'etl', 'pandas', 'azure']"
184,Infosys,Analytics Engineer,Remote,Hybrid,Internship,7,Statistics|AWS|Docker|Spark|Power BI,21.69,2024-03-02,"['statistics', 'aws', 'power bi', 'spark', 'docker']"
185,TCS,Analytics Engineer,Remote,Hybrid,Full-time,2,Statistics|Machine Learning|Tableau|Pandas|Azure|SQL|Data Warehousing,12.11,2023-07-15,"['machine learning', 'statistics', 'sql', 'pandas', 'data warehousing', 'tableau', 'azure']"
186,Amazon,Senior Data Analyst,Hyderabad,Hybrid,Contract,6,SQL|Power BI|Tableau|Airflow|Docker|AWS|Azure|Machine Learning,23.11,2023-12-07,"['machine learning', 'aws', 'sql', 'airflow', 'power bi', 'azure', 'tableau', 'docker']"
187,Amazon,Data Analyst,Mumbai,Remote,Internship,3,Tableau|ETL|Git|Data Warehousing|Spark,12.69,2023-09-03,"['git', 'spark', 'etl', 'data warehousing', 'tableau']"
188,Razorpay,Senior Data Analyst,Pune,Onsite,Contract,4,Git|Spark|Excel|Data Warehousing|Pandas|Machine Learning|Statistics,18.44,2024-04-25,"['machine learning', 'statistics', 'excel', 'git', 'spark', 'data warehousing', 'pandas']"
189,Microsoft,Business Analyst,Hyderabad,Onsite,Internship,5,Docker|SQL|AWS|Data Warehousing|Tableau|Spark,16.66,2024-08-21,"['aws', 'sql', 'spark', 'data warehousing', 'tableau', 'docker']"
190,Freshworks,Data Scientist,Remote,Onsite,Contract,6,Excel|NumPy|Pandas|Tableau|ETL|AWS,23.15,2023-12-12,"['numpy', 'aws', 'excel', 'etl', 'tableau', 'pandas']"
191,Paytm,BI Analyst,Hyderabad,Remote,Full-time,7,Pandas|Spark|Power BI|Git|ETL|Machine Learning|Statistics,27.37,2024-06-20,"['machine learning', 'statistics', 'git', 'power bi', 'spark', 'etl', 'pandas']"
192,Swiggy,Data Analyst,Hyderabad,Onsite,Internship,0,Docker|Excel|Data Warehousing|Azure,2.95,2023-08-12,"['data warehousing', 'azure', 'docker', 'excel']"
193,Zoho,BI Analyst,Mumbai,Remote,Internship,5,ETL|Data Warehousing|Python|Git,16.54,2024-06-26,"['data warehousing', 'git', 'python', 'etl']"
194,Amazon,Senior Data Analyst,Mumbai,Onsite,Contract,8,Python|Docker|Airflow|Power BI|SQL|Git,23.08,2024-06-23,"['git', 'sql', 'airflow', 'power bi', 'python', 'docker']"
195,Walmart,Senior Data Analyst,Chennai,Remote,Internship,4,Power BI|Spark|NumPy|Statistics|AWS|Tableau|ETL,16.54,2024-10-31,"['numpy', 'statistics', 'aws', 'power bi', 'spark', 'etl', 'tableau']"
196,TCS,Data Analyst,Delhi,Onsite,Internship,1,Airflow|Data Warehousing|Machine Learning|Statistics|Python|Azure|ETL,9.5,2024-03-20,"['machine learning', 'statistics', 'airflow', 'etl', 'data warehousing', 'python', 'azure']"
197,Paytm,Senior Data Analyst,Bengaluru,Onsite,Internship,1,SQL|Statistics|Tableau|Docker|Spark|AWS|ETL|Excel,9.78,2024-07-10,"['statistics', 'aws', 'excel', 'sql', 'spark', 'etl', 'tableau', 'docker']"
198,Walmart,Data Scientist,Remote,Remote,Contract,0,Azure|Python|Tableau|AWS|Power BI,9.19,2023-03-20,"['aws', 'power bi', 'tableau', 'python', 'azure']"
199,Infosys,Business Analyst,Delhi,Hybrid,Full-time,3,Airflow|Azure|NumPy|Data Warehousing|Spark|Power BI|SQL|Machine Learning,13.29,2023-08-26,"['machine learning', 'numpy', 'sql', 'airflow', 'power bi', 'spark', 'data warehousing', 'azure']"
200,Zoho,Senior Data Analyst,Chennai,Remote,Internship,6,Python|Machine Learning|Airflow|Statistics|Docker|Tableau,23.3,2024-11-27,"['machine learning', 'statistics', 'airflow', 'tableau', 'python', 'docker']"
201,Accenture,Data Scientist,Bengaluru,Hybrid,Full-time,6,AWS|Statistics|Spark|SQL,24.64,2024-10-11,"['spark', 'statistics', 'sql', 'aws']"
202,TCS,Data Scientist,Chennai,Hybrid,Contract,6,Spark|Tableau|SQL|Python|Excel|Statistics,21.9,2023-07-11,"['statistics', 'excel', 'sql', 'spark', 'tableau', 'python']"
203,Razorpay,BI Analyst,Mumbai,Remote,Full-time,8,Data Warehousing|Docker|SQL|Python|Git|Pandas|Machine Learning|Airflow,27.97,2024-01-30,"['machine learning', 'git', 'sql', 'airflow', 'data warehousing', 'pandas', 'python', 'docker']"
204,Microsoft,Senior Data Analyst,Hyderabad,Onsite,Full-time,6,Power BI|Statistics|AWS|Machine Learning|Data Warehousing|Azure|NumPy,21.4,2024-05-19,"['machine learning', 'statistics', 'numpy', 'aws', 'power bi', 'data warehousing', 'azure']"
205,Swiggy,Data Analyst,Chennai,Onsite,Internship,2,Machine Learning|Docker|Excel|Statistics|Airflow|SQL|Pandas,12.38,2024-08-31,"['machine learning', 'statistics', 'excel', 'sql', 'airflow', 'pandas', 'docker']"
206,Zoho,Business Analyst,Chennai,Remote,Contract,7,Excel|AWS|Python|NumPy,23.91,2023-12-04,"['numpy', 'python', 'aws', 'excel']"
207,Flipkart,Senior Data Analyst,Hyderabad,Hybrid,Contract,6,Excel|AWS|Pandas|ETL|Spark|Tableau|Statistics|Git,18.37,2024-10-10,"['statistics', 'aws', 'excel', 'git', 'spark', 'etl', 'tableau', 'pandas']"
208,Amazon,Analytics Engineer,Bengaluru,Remote,Full-time,3,Airflow|Machine Learning|Docker|Data Warehousing|NumPy|Pandas,18.28,2024-07-12,"['machine learning', 'numpy', 'airflow', 'data warehousing', 'pandas', 'docker']"
209,TCS,Data Scientist,Chennai,Remote,Internship,8,Git|NumPy|Statistics|Airflow,30.46,2024-02-23,"['git', 'numpy', 'statistics', 'airflow']"
210,TCS,BI Analyst,Remote,Hybrid,Contract,2,Statistics|Machine Learning|Azure|Power BI|Spark|NumPy,11.85,2024-09-04,"['machine learning', 'statistics', 'numpy', 'power bi', 'spark', 'azure']"
211,TCS,Analytics Engineer,Delhi,Onsite,Internship,6,Data Warehousing|Docker|Machine Learning|Python|Airflow|Pandas|Git|AWS,22.81,2024-11-04,"['machine learning', 'aws', 'git', 'airflow', 'data warehousing', 'pandas', 'python', 'docker']"
212,Amazon,Senior Data Analyst,Bengaluru,Hybrid,Internship,2,SQL|Airflow|ETL|Pandas|Git|NumPy|Data Warehousing|Python,11.03,2024-06-15,"['numpy', 'git', 'sql', 'airflow', 'etl', 'data warehousing', 'pandas', 'python']"
213,Infosys,Analytics Engineer,Hyderabad,Hybrid,Contract,3,Spark|Airflow|Statistics|ETL|Azure|AWS|Machine Learning,14.45,2023-10-30,"['machine learning', 'statistics', 'aws', 'airflow', 'spark', 'etl', 'azure']"
214,Freshworks,Data Analyst,Hyderabad,Remote,Contract,1,Spark|AWS|Pandas|Statistics|Airflow,7.54,2023-04-10,"['statistics', 'aws', 'airflow', 'spark', 'pandas']"
215,Paytm,Data Scientist,Bengaluru,Hybrid,Internship,7,Power BI|AWS|Python|Airflow|Spark|SQL,26.33,2023-06-18,"['aws', 'sql', 'airflow', 'power bi', 'spark', 'python']"
216,Paytm,Business Analyst,Hyderabad,Hybrid,Internship,8,Pandas|Azure|Machine Learning|NumPy|Statistics,26.05,2024-10-17,"['machine learning', 'statistics', 'numpy', 'pandas', 'azure']"
217,Swiggy,BI Analyst,Pune,Onsite,Internship,6,NumPy|Git|AWS|Data Warehousing,18.14,2023-10-13,"['data warehousing', 'git', 'numpy', 'aws']"
218,Flipkart,Data Analyst,Mumbai,Remote,Contract,1,Pandas|Spark|Data Warehousing|Tableau|Statistics|SQL|Excel|Airflow,8.29,2024-09-17,"['statistics', 'excel', 'sql', 'airflow', 'spark', 'data warehousing', 'tableau', 'pandas']"
219,Cognizant,Analytics Engineer,Remote,Hybrid,Full-time,1,Spark|Git|AWS|Power BI|Azure|Data Warehousing,6.77,2024-11-19,"['aws', 'git', 'power bi', 'spark', 'data warehousing', 'azure']"
220,Zoho,Senior Data Analyst,Hyderabad,Remote,Internship,1,AWS|Tableau|Power BI|Pandas|Spark,7.75,2023-05-22,"['aws', 'power bi', 'spark', 'tableau', 'pandas']"
221,Accenture,BI Analyst,Chennai,Onsite,Internship,6,ETL|Pandas|Machine Learning|Power BI|Statistics,21.44,2024-04-06,"['machine learning', 'statistics', 'power bi', 'etl', 'pandas']"
222,Deloitte,Data Analyst,Pune,Remote,Internship,5,ETL|Excel|Tableau|Docker,18.46,2024-02-23,"['tableau', 'etl', 'docker', 'excel']"
223,Amazon,BI Analyst,Bengaluru,Hybrid,Contract,6,ETL|Pandas|SQL|AWS|Python|Tableau|Excel,21.11,2023-06-22,"['aws', 'excel', 'sql', 'etl', 'tableau', 'pandas', 'python']"
224,Razorpay,Analytics Engineer,Remote,Onsite,Full-time,7,Data Warehousing|Tableau|AWS|SQL|Excel|Machine Learning|Pandas|Spark,25.16,2024-07-13,"['machine learning', 'aws', 'excel', 'sql', 'pandas', 'spark', 'data warehousing', 'tableau']"
225,Freshworks,BI Analyst,Remote,Onsite,Full-time,1,AWS|SQL|Statistics|Excel|Pandas,7.6,2023-05-01,"['statistics', 'aws', 'excel', 'sql', 'pandas']"
226,Deloitte,Business Analyst,Mumbai,Hybrid,Full-time,5,Docker|Pandas|AWS|Power BI|Airflow|Tableau|Spark|Python,15.84,2024-07-05,"['aws', 'airflow', 'power bi', 'spark', 'tableau', 'pandas', 'python', 'docker']"
227,Walmart,Senior Data Analyst,Bengaluru,Hybrid,Full-time,4,Machine Learning|Tableau|Power BI|Airflow|Docker|NumPy,19.47,2023-05-16,"['machine learning', 'numpy', 'airflow', 'power bi', 'tableau', 'docker']"
228,Zoho,Business Analyst,Chennai,Remote,Internship,5,Airflow|ETL|Power BI|AWS|Azure,17.63,2023-03-19,"['aws', 'airflow', 'power bi', 'etl', 'azure']"
229,Paytm,Data Analyst,Delhi,Hybrid,Full-time,6,Machine Learning|Spark|Statistics|Git|Pandas|AWS|Python|SQL,22.49,2024-01-02,"['machine learning', 'statistics', 'aws', 'git', 'sql', 'spark', 'pandas', 'python']"
230,Flipkart,Analytics Engineer,Remote,Hybrid,Internship,6,Docker|NumPy|Statistics|Excel|Pandas,19.14,2023-05-14,"['numpy', 'statistics', 'excel', 'pandas', 'docker']"
231,Infosys,BI Analyst,Remote,Hybrid,Contract,5,SQL|Tableau|Azure|Airflow,15.37,2023-06-11,"['airflow', 'tableau', 'sql', 'azure']"
232,Flipkart,BI Analyst,Bengaluru,Remote,Internship,0,NumPy|Excel|Git|Azure|ETL|Power BI|Airflow,6.75,2024-01-16,"['numpy', 'excel', 'git', 'airflow', 'power bi', 'etl', 'azure']"
233,Zoho,Data Scientist,Remote,Onsite,Full-time,2,Airflow|AWS|Spark|Git,13.47,2023-04-08,"['aws', 'spark', 'airflow', 'git']"
234,Infosys,Business Analyst,Pune,Onsite,Contract,7,Excel|Statistics|Machine Learning|Azure,25.09,2023-05-04,"['machine learning', 'statistics', 'azure', 'excel']"
235,Microsoft,Data Scientist,Chennai,Hybrid,Internship,2,Power BI|Statistics|NumPy|SQL|Spark|Docker|Airflow,11.91,2023-05-17,"['numpy', 'statistics', 'sql', 'airflow', 'power bi', 'spark', 'docker']"
236,Flipkart,Data Scientist,Hyderabad,Hybrid,Internship,2,Data Warehousing|Python|AWS|Azure,13.67,2024-10-05,"['data warehousing', 'azure', 'python', 'aws']"
237,Flipkart,Business Analyst,Chennai,Hybrid,Contract,6,Git|NumPy|SQL|Data Warehousing|Power BI|Docker|AWS|ETL,19.87,2023-09-11,"['numpy', 'aws', 'git', 'sql', 'power bi', 'etl', 'data warehousing', 'docker']"
238,Deloitte,Data Scientist,Chennai,Onsite,Internship,1,AWS|Python|Docker|Git|Azure,10.82,2023-07-13,"['aws', 'git', 'docker', 'python', 'azure']"
239,Paytm,BI Analyst,Hyderabad,Hybrid,Full-time,4,Statistics|ETL|NumPy|SQL,14.28,2024-06-24,"['numpy', 'statistics', 'sql', 'etl']"
240,Razorpay,Senior Data Analyst,Hyderabad,Hybrid,Full-time,5,Airflow|Docker|Pandas|Machine Learning|Azure,18.22,2024-08-24,"['machine learning', 'airflow', 'azure', 'pandas', 'docker']"
241,Swiggy,Data Analyst,Chennai,Remote,Contract,4,SQL|Data Warehousing|Airflow|NumPy|Machine Learning,18.5,2024-03-01,"['machine learning', 'numpy', 'sql', 'airflow', 'data warehousing']"
242,Amazon,Data Scientist,Bengaluru,Remote,Internship,6,Excel|Machine Learning|SQL|Data Warehousing,30.92,2023-06-09,"['data warehousing', 'machine learning', 'sql', 'excel']"
243,TCS,Senior Data Analyst,Bengaluru,Hybrid,Full-time,6,Power BI|AWS|Spark|NumPy|Git|Tableau|Python|Airflow,20.86,2024-09-15,"['numpy', 'aws', 'git', 'airflow', 'power bi', 'spark', 'tableau', 'python']"
244,Flipkart,Senior Data Analyst,Hyderabad,Hybrid,Full-time,2,Python|Excel|Spark|Data Warehousing,9.07,2023-09-23,"['spark', 'data warehousing', 'python', 'excel']"
245,Microsoft,Senior Data Analyst,Mumbai,Onsite,Internship,2,Tableau|Python|Pandas|Airflow|NumPy|Excel,9.64,2024-08-13,"['numpy', 'excel', 'airflow', 'pandas', 'tableau', 'python']"
